id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction,AverageRating
77232,Female,21,business,Group Travel,Group bookings,4,4,4,4,5,5,5,5,4,5,satisfied,4.4
129781,Female,60,aviation,Personal Travel,Individual/Couple,4,4,4,5,4,5,5,5,5,4,satisfied,4.6
11951,Female,29,academic,Personal Travel,Individual/Couple,5,4,5,5,4,4,4,4,4,4,satisfied,4.3
30053,Male,27,business,Group Travel,Group bookings,4,4,4,4,5,4,5,3,4,5,neutral or dissatisfied,4.1
68786,Male,22,aviation,Group Travel,Group bookings,5,5,5,5,3,3,3,5,5,3,satisfied,4.3
71391,Female,59,business,Group Travel,Group bookings,5,5,2,5,3,5,5,3,5,5,satisfied,4.2
61749,Female,29,tourism,Personal Travel,Individual/Couple,5,5,5,3,4,4,4,4,4,4,satisfied,4.2
113489,Female,19,aviation,Group Travel,Individual/Couple,4,5,5,5,4,4,4,2,3,4,neutral or dissatisfied,4.0
12449,Male,58,tourism,Personal Travel,Individual/Couple,2,5,2,5,5,5,5,5,3,5,neutral or dissatisfied,4.1
118263,Male,19,aviation,Group Travel,Individual/Couple,4,4,4,2,5,5,5,4,5,5,neutral or dissatisfied,4.2
75489,Male,52,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,3,satisfied,4.4
29620,Female,22,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,2,1,5,satisfied,4.2
87,Male,65,business,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,4,5,5,neutral or dissatisfied,4.2
52120,Female,23,aviation,Group Travel,Not defined,4,5,5,5,4,5,4,3,2,4,satisfied,4.1
125592,Male,60,tourism,Group Travel,Group bookings,5,2,5,5,3,4,5,4,5,5,satisfied,4.2
109438,Male,31,personal,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,5,satisfied,4.6
41285,Female,29,academic,Group Travel,Group bookings,5,3,5,5,5,5,5,3,5,5,satisfied,4.6
60874,Male,72,tourism,Group Travel,Group bookings,4,4,4,4,5,4,4,3,4,5,satisfied,4.0
123391,Female,9,business,Group Travel,Group bookings,5,5,5,5,5,5,5,4,4,5,satisfied,4.8
111860,Female,42,personal,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,4,satisfied,4.1
90366,Female,53,tourism,Group Travel,Group bookings,3,3,3,3,4,5,5,5,5,4,satisfied,4.0
40401,Female,58,business,Group Travel,Group bookings,5,5,5,5,3,5,5,4,5,4,satisfied,4.7
117721,Female,26,aviation,Personal Travel,Not defined,3,4,3,5,5,5,5,3,5,5,neutral or dissatisfied,4.2
115695,Female,52,academic,Group Travel,Group bookings,4,3,5,5,5,3,4,4,4,1,neutral or dissatisfied,4.1
64411,Male,42,academic,Group Travel,Not defined,4,5,5,5,4,4,4,5,5,4,satisfied,4.6
97164,Male,49,tourism,Personal Travel,Individual/Couple,4,4,4,4,5,2,5,4,4,5,neutral or dissatisfied,4.0
4384,Male,18,tourism,Personal Travel,Individual/Couple,3,5,3,4,5,5,5,5,5,5,neutral or dissatisfied,4.4
81658,Female,29,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,5,5,4,satisfied,4.7
87180,Female,50,business,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,4,satisfied,4.1
71189,Female,58,personal,Group Travel,Group bookings,5,5,1,5,5,5,4,3,4,3,satisfied,4.1
118663,Female,17,business,Group Travel,Group bookings,4,5,5,5,4,4,4,2,3,4,neutral or dissatisfied,4.0
122697,Male,49,academic,Personal Travel,Individual/Couple,4,4,4,4,5,5,5,3,5,5,neutral or dissatisfied,4.3
96110,Male,26,tourism,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,5,5,5,neutral or dissatisfied,4.3
129129,Male,52,academic,Group Travel,Group bookings,5,5,5,5,5,4,5,4,5,4,satisfied,4.8
114052,Female,40,personal,Group Travel,Group bookings,3,3,5,3,4,4,5,5,5,3,satisfied,4.1
116965,Male,42,academic,Group Travel,Group bookings,5,5,5,5,3,4,5,5,5,4,satisfied,4.7
95169,Female,34,academic,Personal Travel,Individual/Couple,4,4,4,3,5,5,5,5,4,5,neutral or dissatisfied,4.3
30115,Male,33,academic,Personal Travel,Individual/Couple,2,4,2,5,5,5,5,3,5,5,neutral or dissatisfied,4.0
114820,Female,56,business,Group Travel,Group bookings,5,5,5,5,2,5,4,4,4,3,satisfied,4.3
91443,Male,32,aviation,Group Travel,Group bookings,5,5,5,5,4,4,3,4,3,4,satisfied,4.2
101809,Female,60,business,Group Travel,Group bookings,3,3,3,3,5,5,4,5,5,5,satisfied,4.0
68631,Female,57,aviation,Group Travel,Group bookings,5,5,4,5,5,4,5,4,5,3,satisfied,4.7
99409,Female,42,tourism,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,5,satisfied,4.1
98087,Male,57,personal,Group Travel,Group bookings,5,5,5,5,3,4,4,3,4,5,satisfied,4.2
14032,Male,44,aviation,Group Travel,Group bookings,4,4,4,4,2,5,5,3,5,2,satisfied,4.0
15387,Male,33,business,Group Travel,Group bookings,5,5,5,5,4,4,4,3,1,4,satisfied,4.0
62143,Female,35,academic,Group Travel,Group bookings,5,2,5,5,5,5,3,5,3,5,satisfied,4.2
34788,Male,16,academic,Personal Travel,Individual/Couple,2,5,2,4,5,5,5,5,4,5,neutral or dissatisfied,4.1
31792,Male,43,business,Group Travel,Group bookings,4,4,4,4,5,5,2,5,4,5,satisfied,4.1
73783,Male,41,personal,Group Travel,Group bookings,5,5,5,5,4,5,4,3,4,5,satisfied,4.4
23223,Female,45,tourism,Group Travel,Group bookings,4,4,4,4,5,5,4,5,4,4,satisfied,4.3
105217,Female,49,business,Group Travel,Group bookings,4,4,4,4,3,5,5,3,5,4,satisfied,4.1
31075,Female,50,aviation,Personal Travel,Individual/Couple,3,5,3,4,5,5,4,3,4,5,neutral or dissatisfied,4.0
67954,Female,9,business,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,4,satisfied,4.0
71408,Male,55,academic,Group Travel,Individual/Couple,5,4,3,4,5,5,5,5,4,5,satisfied,4.4
104589,Male,42,aviation,Group Travel,Individual/Couple,5,4,4,4,5,5,5,5,4,5,satisfied,4.6
128857,Male,50,academic,Group Travel,Group bookings,5,5,5,5,2,5,4,5,4,4,satisfied,4.4
93250,Female,47,tourism,Group Travel,Group bookings,5,4,4,4,5,4,5,1,5,3,neutral or dissatisfied,4.1
64880,Male,47,academic,Group Travel,Group bookings,4,4,4,4,4,5,3,5,3,4,satisfied,4.0
119992,Female,49,academic,Group Travel,Group bookings,4,5,5,5,2,4,4,3,4,4,neutral or dissatisfied,4.0
57893,Female,45,business,Group Travel,Group bookings,5,5,5,5,4,4,4,5,4,3,satisfied,4.6
85766,Male,47,tourism,Group Travel,Group bookings,4,4,4,4,3,4,5,3,5,4,satisfied,4.0
96948,Male,23,tourism,Group Travel,Group bookings,5,4,5,3,5,3,5,4,4,5,satisfied,4.2
10573,Female,48,personal,Group Travel,Group bookings,5,5,5,5,5,4,4,5,4,5,satisfied,4.7
13311,Male,73,academic,Group Travel,Individual/Couple,4,4,4,4,4,4,4,4,5,4,satisfied,4.1
60161,Male,55,aviation,Personal Travel,Individual/Couple,4,5,4,2,5,5,5,3,4,5,satisfied,4.1
128318,Female,40,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,4,satisfied,4.3
60718,Female,40,aviation,Group Travel,Group bookings,4,4,4,4,5,5,5,3,3,5,neutral or dissatisfied,4.1
114344,Male,18,academic,Personal Travel,Individual/Couple,3,5,3,4,5,5,5,5,4,5,neutral or dissatisfied,4.3
62700,Male,40,aviation,Group Travel,Group bookings,4,4,4,4,4,5,4,4,4,5,satisfied,4.1
114009,Male,18,personal,Personal Travel,Individual/Couple,4,5,5,5,4,1,4,5,5,4,neutral or dissatisfied,4.2
80285,Male,52,aviation,Group Travel,Group bookings,5,5,5,5,5,4,2,5,2,5,satisfied,4.2
112248,Male,30,academic,Group Travel,Group bookings,4,4,4,4,4,4,4,4,5,4,satisfied,4.1
33537,Female,53,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,5,5,4,satisfied,5.0
43199,Female,30,business,Personal Travel,Not defined,4,4,4,3,5,5,5,4,4,5,neutral or dissatisfied,4.2
101778,Male,34,tourism,Personal Travel,Group bookings,4,4,4,5,5,4,4,3,4,4,satisfied,4.1
53309,Female,35,academic,Personal Travel,Individual/Couple,4,5,4,3,5,5,5,3,4,5,neutral or dissatisfied,4.2
51261,Male,40,personal,Group Travel,Not defined,5,5,5,5,5,5,5,5,1,5,satisfied,4.6
50292,Male,23,academic,Group Travel,Group bookings,4,5,3,5,4,4,4,4,3,4,neutral or dissatisfied,4.0
83983,Female,49,academic,Group Travel,Group bookings,5,5,5,5,3,5,5,4,5,4,satisfied,4.7
9070,Male,37,academic,Group Travel,Group bookings,5,5,5,5,3,3,3,5,5,3,satisfied,4.3
100494,Male,27,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,5,5,4,satisfied,4.7
70538,Male,33,tourism,Group Travel,Group bookings,3,3,3,3,5,5,5,5,4,5,satisfied,4.0
125078,Female,59,academic,Group Travel,Group bookings,5,5,5,5,3,4,3,5,3,3,satisfied,4.2
98837,Female,19,tourism,Personal Travel,Individual/Couple,5,5,5,2,4,4,4,3,4,4,satisfied,4.0
127882,Male,48,business,Personal Travel,Individual/Couple,4,4,4,2,5,5,5,5,5,5,neutral or dissatisfied,4.3
63272,Female,45,aviation,Group Travel,Group bookings,5,5,5,5,2,5,4,3,4,3,satisfied,4.2
45151,Female,32,academic,Group Travel,Individual/Couple,5,4,5,4,5,5,5,2,2,5,satisfied,4.1
69515,Female,40,personal,Group Travel,Group bookings,5,5,5,5,5,5,3,5,4,5,satisfied,4.7
18582,Male,50,tourism,Group Travel,Individual/Couple,4,5,5,5,4,4,4,2,3,4,neutral or dissatisfied,4.0
65710,Male,56,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,5,satisfied,4.3
104937,Female,56,business,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,3,satisfied,4.3
124162,Female,27,tourism,Group Travel,Individual/Couple,4,4,4,4,4,4,4,4,4,4,neutral or dissatisfied,4.0
88058,Female,57,tourism,Group Travel,Group bookings,5,5,5,5,2,4,4,5,4,4,satisfied,4.3
66569,Male,45,tourism,Group Travel,Group bookings,5,5,5,5,5,5,3,3,3,5,satisfied,4.3
55613,Male,68,academic,Personal Travel,Individual/Couple,4,5,4,5,5,5,5,4,4,5,neutral or dissatisfied,4.6
69257,Female,59,personal,Group Travel,Group bookings,5,5,5,5,3,5,5,3,5,4,satisfied,4.6
97510,Male,22,tourism,Group Travel,Group bookings,5,5,3,5,5,5,5,5,4,5,satisfied,4.7
114682,Female,43,business,Group Travel,Group bookings,5,5,5,5,4,5,4,3,4,3,satisfied,4.4
66576,Female,25,aviation,Group Travel,Group bookings,2,5,2,4,5,5,5,5,5,5,neutral or dissatisfied,4.2
48993,Male,55,business,Group Travel,Individual/Couple,5,3,3,3,5,5,5,4,5,5,satisfied,4.2
94094,Female,65,business,Personal Travel,Group bookings,3,4,2,5,5,4,5,5,5,4,neutral or dissatisfied,4.2
52933,Female,57,tourism,Personal Travel,Individual/Couple,4,5,4,4,5,4,4,5,4,5,neutral or dissatisfied,4.3
5198,Female,51,aviation,Group Travel,Group bookings,4,4,4,4,5,4,5,5,5,4,satisfied,4.4
17656,Female,53,academic,Group Travel,Individual/Couple,5,5,5,5,4,4,5,2,5,1,satisfied,4.4
30570,Female,46,academic,Group Travel,Group bookings,5,5,5,5,4,3,4,5,4,4,satisfied,4.4
24091,Male,41,business,Group Travel,Group bookings,5,5,5,5,5,5,4,4,4,5,satisfied,4.7
8907,Male,46,personal,Group Travel,Group bookings,5,5,5,5,3,4,4,5,4,3,satisfied,4.4
119692,Female,43,tourism,Group Travel,Group bookings,5,5,5,5,4,4,3,3,3,5,satisfied,4.1
49355,Male,41,aviation,Group Travel,Group bookings,5,5,5,5,1,4,5,2,5,2,satisfied,4.1
76379,Female,65,academic,Group Travel,Group bookings,4,5,5,5,1,4,4,4,4,3,neutral or dissatisfied,4.0
62028,Male,40,aviation,Group Travel,Group bookings,4,4,4,4,5,4,4,5,4,4,satisfied,4.2
114748,Male,52,academic,Group Travel,Group bookings,4,5,4,4,2,4,5,3,5,3,satisfied,4.0
123657,Male,32,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,4,5,4,satisfied,4.6
27420,Male,23,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,2,4,5,satisfied,4.1
68393,Male,53,tourism,Group Travel,Group bookings,4,4,4,4,5,4,4,4,4,5,satisfied,4.1
35739,Male,48,business,Group Travel,Individual/Couple,4,5,5,5,4,4,4,5,4,4,satisfied,4.4
78426,Female,30,tourism,Group Travel,Group bookings,5,5,5,5,4,5,5,5,5,5,satisfied,4.9
72204,Male,56,academic,Group Travel,Group bookings,3,5,3,3,5,5,3,5,5,5,satisfied,4.1
88038,Male,52,business,Group Travel,Group bookings,5,5,1,5,4,5,5,3,5,5,satisfied,4.2
69358,Male,54,personal,Group Travel,Group bookings,5,5,1,5,5,5,4,5,4,4,satisfied,4.3
70236,Male,25,business,Group Travel,Individual/Couple,4,4,4,1,5,5,5,3,5,5,satisfied,4.0
57387,Male,36,tourism,Group Travel,Group bookings,5,5,5,5,4,4,3,5,3,4,satisfied,4.3
85022,Female,50,business,Personal Travel,Individual/Couple,4,4,4,4,5,4,5,3,5,4,neutral or dissatisfied,4.2
25778,Female,21,academic,Group Travel,Individual/Couple,4,4,4,4,4,3,4,5,5,4,satisfied,4.1
113983,Male,12,personal,Group Travel,Group bookings,5,5,3,5,4,4,4,3,4,4,satisfied,4.1
72620,Male,47,tourism,Personal Travel,Individual/Couple,4,4,4,3,5,5,5,3,5,5,neutral or dissatisfied,4.2
60598,Female,24,business,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
81952,Male,56,tourism,Group Travel,Group bookings,5,5,5,5,5,4,5,4,5,3,satisfied,4.8
24309,Female,42,tourism,Personal Travel,Not defined,4,5,4,2,4,5,5,3,5,5,satisfied,4.1
86750,Male,23,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,3,5,4,satisfied,4.0
17612,Male,31,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,3,4,5,satisfied,4.2
92527,Female,62,business,Personal Travel,Individual/Couple,5,5,5,3,4,4,3,4,3,3,satisfied,4.0
50358,Male,33,personal,Group Travel,Individual/Couple,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
92016,Female,41,academic,Group Travel,Group bookings,4,4,4,4,4,5,4,4,4,3,satisfied,4.1
80566,Male,36,academic,Group Travel,Group bookings,4,4,4,4,2,5,5,3,5,4,satisfied,4.0
37772,Male,33,academic,Group Travel,Not defined,4,5,5,5,4,4,4,3,2,4,satisfied,4.0
108887,Female,43,tourism,Group Travel,Group bookings,4,4,4,4,4,5,5,5,5,5,satisfied,4.4
108467,Male,33,aviation,Personal Travel,Individual/Couple,4,2,4,3,5,5,5,4,4,5,neutral or dissatisfied,4.0
119036,Female,22,business,Group Travel,Group bookings,5,5,5,5,4,4,4,3,4,4,satisfied,4.3
117358,Male,50,academic,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,5,satisfied,4.1
66498,Female,39,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,5,satisfied,4.4
122787,Male,48,business,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,3,satisfied,4.4
118882,Male,49,tourism,Group Travel,Group bookings,4,4,4,4,3,4,5,5,5,5,satisfied,4.2
75175,Male,42,personal,Group Travel,Group bookings,5,2,5,5,4,5,3,5,3,5,satisfied,4.1
63804,Male,33,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,5,satisfied,4.3
25942,Male,69,tourism,Group Travel,Not defined,5,5,5,5,5,5,5,5,4,5,satisfied,4.9
129736,Female,32,business,Group Travel,Group bookings,3,3,3,3,5,5,5,4,5,5,satisfied,4.0
69419,Male,20,aviation,Group Travel,Group bookings,4,5,5,5,4,4,4,4,3,4,neutral or dissatisfied,4.2
88010,Female,40,academic,Group Travel,Group bookings,4,4,4,4,3,5,4,4,4,5,satisfied,4.0
103107,Male,25,aviation,Personal Travel,Individual/Couple,3,3,5,4,5,3,5,4,5,5,neutral or dissatisfied,4.1
89860,Female,55,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,5,5,5,satisfied,5.0
3119,Male,46,tourism,Group Travel,Individual/Couple,5,4,3,4,5,5,5,4,3,5,satisfied,4.2
88203,Female,45,business,Group Travel,Group bookings,5,5,5,5,4,4,3,5,3,3,satisfied,4.3
119648,Male,45,tourism,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,3,satisfied,4.7
112707,Female,9,personal,Group Travel,Individual/Couple,4,4,4,4,5,5,5,1,4,5,neutral or dissatisfied,4.0
122749,Female,14,academic,Personal Travel,Individual/Couple,5,5,5,2,5,5,5,3,4,5,satisfied,4.3
89697,Female,33,tourism,Group Travel,Group bookings,4,4,4,4,5,2,5,5,5,3,satisfied,4.2
67329,Male,18,academic,Group Travel,Group bookings,5,3,5,3,5,4,5,3,5,5,satisfied,4.2
89374,Female,50,personal,Personal Travel,Group bookings,3,5,3,2,4,4,5,5,5,5,neutral or dissatisfied,4.0
90140,Male,36,academic,Group Travel,Group bookings,5,5,5,5,2,1,4,5,4,4,satisfied,4.0
3913,Female,62,aviation,Personal Travel,Individual/Couple,3,5,3,4,3,4,5,4,5,3,neutral or dissatisfied,4.0
80093,Male,48,business,Group Travel,Group bookings,5,5,5,5,4,5,5,4,5,4,satisfied,4.8
40265,Female,37,business,Group Travel,Individual/Couple,5,4,4,4,5,5,5,3,2,5,satisfied,4.1
73463,Male,28,business,Personal Travel,Individual/Couple,5,4,5,5,5,5,5,5,5,5,satisfied,4.9
26918,Female,60,tourism,Personal Travel,Individual/Couple,3,4,3,5,4,4,5,5,5,4,neutral or dissatisfied,4.2
59801,Male,17,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,3,5,4,satisfied,4.4
85050,Female,44,business,Group Travel,Group bookings,5,5,5,5,4,4,5,5,5,3,satisfied,4.8
22758,Female,55,aviation,Group Travel,Group bookings,4,4,4,4,5,5,3,5,5,5,satisfied,4.3
58616,Female,57,business,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,3,satisfied,4.6
70180,Male,53,business,Group Travel,Group bookings,5,5,5,5,5,5,4,5,4,4,satisfied,4.8
45100,Male,43,academic,Group Travel,Group bookings,4,4,4,4,4,2,5,5,5,5,satisfied,4.1
117841,Male,32,tourism,Personal Travel,Not defined,4,5,5,5,3,3,3,5,4,3,neutral or dissatisfied,4.1
46107,Female,44,academic,Group Travel,Individual/Couple,4,4,4,4,5,5,5,2,3,5,satisfied,4.0
51907,Male,36,tourism,Group Travel,Individual/Couple,4,5,5,5,4,4,4,1,4,4,satisfied,4.0
57241,Female,60,tourism,Personal Travel,Group bookings,3,5,3,4,3,4,5,4,5,3,neutral or dissatisfied,4.0
38328,Female,18,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,4,1,5,satisfied,4.0
84332,Female,60,business,Group Travel,Group bookings,4,4,4,4,5,5,3,5,3,4,satisfied,4.1
93270,Male,23,academic,Group Travel,Group bookings,5,3,5,3,5,5,5,3,4,5,satisfied,4.2
124925,Female,27,tourism,Group Travel,Individual/Couple,5,5,5,5,4,4,4,3,5,4,satisfied,4.4
121287,Male,22,business,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,5,satisfied,4.4
15510,Male,59,aviation,Personal Travel,Individual/Couple,3,5,3,4,5,5,5,3,5,5,neutral or dissatisfied,4.2
129182,Female,44,academic,Group Travel,Group bookings,5,5,5,5,5,4,4,3,4,5,satisfied,4.4
101380,Male,56,tourism,Group Travel,Group bookings,4,4,5,4,5,4,4,3,4,3,satisfied,4.1
60201,Male,29,aviation,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
4502,Female,49,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,5,5,3,satisfied,4.6
63137,Male,44,tourism,Group Travel,Group bookings,3,3,3,3,4,5,5,5,5,5,satisfied,4.0
7416,Male,28,academic,Group Travel,Group bookings,5,5,5,5,2,2,2,5,5,2,satisfied,4.0
90096,Male,66,academic,Group Travel,Group bookings,5,5,5,5,2,4,4,4,4,4,satisfied,4.2
98667,Female,49,tourism,Personal Travel,Individual/Couple,3,4,3,5,4,4,4,5,4,4,neutral or dissatisfied,4.0
129027,Female,22,tourism,Group Travel,Group bookings,5,5,5,5,5,5,4,5,3,5,satisfied,4.7
13720,Male,46,business,Group Travel,Individual/Couple,5,3,3,3,5,5,5,2,5,5,satisfied,4.0
69748,Male,58,academic,Group Travel,Group bookings,4,4,4,4,2,5,5,5,5,3,satisfied,4.2
18034,Female,17,tourism,Group Travel,Individual/Couple,5,4,4,4,5,5,5,5,4,5,satisfied,4.6
119675,Female,56,aviation,Group Travel,Group bookings,5,5,1,5,5,4,4,3,4,3,satisfied,4.0
102649,Male,25,business,Group Travel,Group bookings,3,3,5,3,5,5,5,5,4,5,satisfied,4.2
27030,Male,52,academic,Group Travel,Not defined,5,4,3,4,5,5,5,3,5,5,satisfied,4.3
49505,Male,22,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,2,4,5,satisfied,4.6
7158,Female,45,tourism,Group Travel,Group bookings,5,5,3,5,3,5,5,5,5,5,satisfied,4.6
60378,Female,37,tourism,Group Travel,Group bookings,4,4,4,4,4,5,5,5,5,3,satisfied,4.4
17464,Female,55,tourism,Group Travel,Group bookings,5,5,3,5,2,5,5,3,5,3,satisfied,4.2
39497,Female,15,personal,Personal Travel,Individual/Couple,3,4,3,3,5,5,5,4,5,5,neutral or dissatisfied,4.1
62105,Female,27,business,Group Travel,Group bookings,5,5,5,2,4,4,4,5,4,4,satisfied,4.2
70931,Male,29,business,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,5,satisfied,4.6
103465,Female,17,academic,Personal Travel,Individual/Couple,1,5,1,4,5,5,5,5,5,5,neutral or dissatisfied,4.0
117896,Male,41,tourism,Group Travel,Group bookings,5,5,5,5,4,5,5,3,5,4,satisfied,4.7
44373,Female,31,aviation,Group Travel,Not defined,5,5,5,5,5,5,5,4,2,5,satisfied,4.6
94245,Male,42,business,Group Travel,Group bookings,4,4,5,4,2,4,4,5,4,3,satisfied,4.0
32374,Female,37,tourism,Group Travel,Group bookings,5,5,5,5,4,4,5,2,5,4,satisfied,4.4
58015,Male,39,personal,Group Travel,Group bookings,4,4,4,4,2,4,5,5,5,3,satisfied,4.1
27026,Male,70,tourism,Personal Travel,Individual/Couple,3,4,3,3,5,5,5,4,4,5,neutral or dissatisfied,4.0
1018,Female,57,tourism,Group Travel,Group bookings,5,5,3,5,4,2,5,5,5,3,satisfied,4.3
23440,Male,28,tourism,Group Travel,Group bookings,5,4,5,5,5,5,5,4,5,5,satisfied,4.8
81227,Female,36,academic,Group Travel,Not defined,4,5,5,5,4,4,4,2,3,4,satisfied,4.0
91927,Female,59,academic,Group Travel,Group bookings,4,4,2,4,5,5,5,3,5,5,satisfied,4.1
58614,Male,39,business,Group Travel,Group bookings,5,5,5,3,5,5,5,3,5,5,satisfied,4.6
69556,Male,51,aviation,Group Travel,Group bookings,4,4,4,4,5,5,3,5,3,5,satisfied,4.1
25092,Male,55,aviation,Group Travel,Individual/Couple,5,4,4,4,5,5,5,3,5,5,satisfied,4.4
10937,Female,57,tourism,Group Travel,Group bookings,5,5,5,5,5,5,4,3,4,3,satisfied,4.6
49638,Female,38,business,Group Travel,Group bookings,5,5,5,5,4,1,4,4,4,1,satisfied,4.1
100659,Male,52,business,Group Travel,Group bookings,4,4,4,4,5,4,5,4,5,4,satisfied,4.3
91188,Female,29,academic,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,5,2,5,neutral or dissatisfied,4.0
41655,Female,36,tourism,Group Travel,Group bookings,5,4,5,5,4,4,5,1,5,5,satisfied,4.2
128079,Female,58,tourism,Group Travel,Group bookings,2,2,5,2,5,5,5,5,5,5,satisfied,4.0
124861,Male,58,tourism,Group Travel,Group bookings,4,4,4,4,3,4,5,3,5,5,satisfied,4.0
93186,Female,59,tourism,Group Travel,Group bookings,4,4,4,4,2,5,4,5,4,3,satisfied,4.0
45611,Male,31,tourism,Group Travel,Group bookings,5,3,5,5,5,5,5,1,5,5,satisfied,4.3
79235,Male,64,personal,Personal Travel,Individual/Couple,3,4,3,3,5,5,5,5,5,5,neutral or dissatisfied,4.2
6814,Male,26,aviation,Personal Travel,Individual/Couple,4,4,4,3,5,5,5,3,3,5,satisfied,4.0
55059,Male,10,tourism,Group Travel,Individual/Couple,5,5,5,4,4,3,4,4,4,4,satisfied,4.2
30086,Female,38,business,Personal Travel,Individual/Couple,5,5,5,1,5,5,5,4,3,5,satisfied,4.2
117665,Male,51,academic,Group Travel,Group bookings,4,4,4,4,4,5,5,3,5,4,satisfied,4.2
61168,Male,35,academic,Group Travel,Group bookings,3,3,5,3,5,5,4,5,4,4,satisfied,4.1
94325,Female,42,academic,Group Travel,Group bookings,5,5,5,5,2,5,3,3,3,4,satisfied,4.0
21715,Male,54,academic,Group Travel,Individual/Couple,4,3,3,3,5,5,5,4,4,5,satisfied,4.0
8077,Male,57,business,Group Travel,Group bookings,3,3,3,3,5,5,5,4,5,4,satisfied,4.0
49215,Male,35,academic,Group Travel,Group bookings,4,4,4,4,5,4,5,3,5,1,satisfied,4.2
79119,Male,45,tourism,Personal Travel,Individual/Couple,4,4,4,2,4,4,4,5,5,4,neutral or dissatisfied,4.0
69690,Female,42,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,5,satisfied,4.4
43619,Male,65,tourism,Group Travel,Individual/Couple,3,5,5,5,4,4,4,4,4,4,neutral or dissatisfied,4.2
50022,Female,49,business,Group Travel,Individual/Couple,3,5,5,5,4,4,3,4,3,1,neutral or dissatisfied,4.0
69894,Female,48,business,Group Travel,Group bookings,4,4,4,4,5,4,4,4,4,5,satisfied,4.1
96336,Female,58,tourism,Group Travel,Group bookings,5,5,5,5,3,5,4,3,4,5,satisfied,4.3
59467,Female,53,academic,Group Travel,Group bookings,5,5,5,5,4,5,4,4,4,5,satisfied,4.6
